"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-LaptopNameComparatorJaccard-record1Value","0-LaptopNameComparatorJaccard-record2Value","0-LaptopNameComparatorJaccard-record1PreprocessedValue","0-LaptopNameComparatorJaccard-record2PreprocessedValue","0-LaptopNameComparatorJaccard-similarity","0-LaptopNameComparatorJaccard-postproccesedSimilarity","1-LaptopComparatorMongeElkan-record1Value","1-LaptopComparatorMongeElkan-record2Value","1-LaptopComparatorMongeElkan-record1PreprocessedValue","1-LaptopComparatorMongeElkan-record2PreprocessedValue","1-LaptopComparatorMongeElkan-similarity","1-LaptopComparatorMongeElkan-postproccesedSimilarity","2-LaptopComparatorMongeElkanTfIdf-record1Value","2-LaptopComparatorMongeElkanTfIdf-record2Value","2-LaptopComparatorMongeElkanTfIdf-record1PreprocessedValue","2-LaptopComparatorMongeElkanTfIdf-record2PreprocessedValue","2-LaptopComparatorMongeElkanTfIdf-similarity","2-LaptopComparatorMongeElkanTfIdf-postproccesedSimilarity"
"WekaMatchingRule","buydig_486","buydig_250","0.16666666666666666",,"Asus 15.6/INTEL I7-8750H16GB/256GB NO TOUCH SCREEN/WIN 10","Lenovo Flex 6 14in Core i5 8GB RAM 256GB SSD 2-in-1 Laptop - 81EM0008US","Asus 15.6/INTEL I7-8750H16GB/256GB NO TOUCH SCREEN/WIN 10","Lenovo Flex 6 14in Core i5 8GB RAM 256GB SSD 2-in-1 Laptop - 81EM0008US","0.125","0.125","Asus 15.6/INTEL I7-8750H16GB/256GB NO TOUCH SCREEN/WIN 10","Lenovo Flex 6 14in Core i5 8GB RAM 256GB SSD 2-in-1 Laptop - 81EM0008US","Asus 15.6/INTEL I7-8750H16GB/256GB NO TOUCH SCREEN/WIN 10","Lenovo Flex 6 14in Core i5 8GB RAM 256GB SSD 2-in-1 Laptop - 81EM0008US","0.10526315789473684","0.10526315789473684","Asus 15.6/INTEL I7-8750H16GB/256GB NO TOUCH SCREEN/WIN 10","Lenovo Flex 6 14in Core i5 8GB RAM 256GB SSD 2-in-1 Laptop - 81EM0008US","Asus 15.6/INTEL I7-8750H16GB/256GB NO TOUCH SCREEN/WIN 10","Lenovo Flex 6 14in Core i5 8GB RAM 256GB SSD 2-in-1 Laptop - 81EM0008US","0.6764105631936864","0.6764105631936864"
"WekaMatchingRule","antonline_722","bestbuy_749","0.16666666666666666",,"Dell Latitude 5000 5591 15.6in LCD Notebook","Lenovo - 720S-15IKB 15.6in Laptop - Intel Core i7 - 4GB Memory - NVIDIA GeForce GTX 1050 Ti Max-Q - 256GB Solid State Drive - Iron Gray","Dell Latitude 5000 5591 15.6in LCD Notebook","Lenovo - 720S-15IKB 15.6in Laptop - Intel Core i7 - 4GB Memory - NVIDIA GeForce GTX 1050 Ti Max-Q - 256GB Solid State Drive - Iron Gray","0.08823529411764706","0.08823529411764706","Dell Latitude 5000 5591 15.6in LCD Notebook","Lenovo - 720S-15IKB 15.6in Laptop - Intel Core i7 - 4GB Memory - NVIDIA GeForce GTX 1050 Ti Max-Q - 256GB Solid State Drive - Iron Gray","Dell Latitude 5000 5591 15.6in LCD Notebook","Lenovo - 720S-15IKB 15.6in Laptop - Intel Core i7 - 4GB Memory - NVIDIA GeForce GTX 1050 Ti Max-Q - 256GB Solid State Drive - Iron Gray","0.20930232558139536","0.20930232558139536","Dell Latitude 5000 5591 15.6in LCD Notebook","Lenovo - 720S-15IKB 15.6in Laptop - Intel Core i7 - 4GB Memory - NVIDIA GeForce GTX 1050 Ti Max-Q - 256GB Solid State Drive - Iron Gray","Dell Latitude 5000 5591 15.6in LCD Notebook","Lenovo - 720S-15IKB 15.6in Laptop - Intel Core i7 - 4GB Memory - NVIDIA GeForce GTX 1050 Ti Max-Q - 256GB Solid State Drive - Iron Gray","0.4126112163684063","0.4126112163684063"
"WekaMatchingRule","massgenie_391","antonline_362","0.16666666666666666",,"Dell consumer aw17r5-7108slv 17.3 i7 8750h 8gb 256gb","HP EliteBook 1040 G3 14in Notebook","Dell consumer aw17r5-7108slv 17.3 i7 8750h 8gb 256gb","HP EliteBook 1040 G3 14in Notebook","0.043478260869565216","0.043478260869565216","Dell consumer aw17r5-7108slv 17.3 i7 8750h 8gb 256gb","HP EliteBook 1040 G3 14in Notebook","Dell consumer aw17r5-7108slv 17.3 i7 8750h 8gb 256gb","HP EliteBook 1040 G3 14in Notebook","0.058823529411764705","0.058823529411764705","Dell consumer aw17r5-7108slv 17.3 i7 8750h 8gb 256gb","HP EliteBook 1040 G3 14in Notebook","Dell consumer aw17r5-7108slv 17.3 i7 8750h 8gb 256gb","HP EliteBook 1040 G3 14in Notebook","0.5303300858899107","0.5303300858899107"
"WekaMatchingRule","buydig_60","savingslots_286","0.16666666666666666",,"Dell XPS 13 9370 13.3in UHD InfinityEdge - 8th Gen Intel Core i7 8550U Notebook","Dell LATI7490W2W1D 14.1 hd i5 8350u 8gb 126gb m2","Dell XPS 13 9370 13.3in UHD InfinityEdge - 8th Gen Intel Core i7 8550U Notebook","Dell LATI7490W2W1D 14.1 hd i5 8350u 8gb 126gb m2","0.12903225806451613","0.12903225806451613","Dell XPS 13 9370 13.3in UHD InfinityEdge - 8th Gen Intel Core i7 8550U Notebook","Dell LATI7490W2W1D 14.1 hd i5 8350u 8gb 126gb m2","Dell XPS 13 9370 13.3in UHD InfinityEdge - 8th Gen Intel Core i7 8550U Notebook","Dell LATI7490W2W1D 14.1 hd i5 8350u 8gb 126gb m2","0.14166666666666666","0.14166666666666666","Dell XPS 13 9370 13.3in UHD InfinityEdge - 8th Gen Intel Core i7 8550U Notebook","Dell LATI7490W2W1D 14.1 hd i5 8350u 8gb 126gb m2","Dell XPS 13 9370 13.3in UHD InfinityEdge - 8th Gen Intel Core i7 8550U Notebook","Dell LATI7490W2W1D 14.1 hd i5 8350u 8gb 126gb m2","0.6631278625510343","0.6631278625510343"
"WekaMatchingRule","buydig_200","savingslots_17","0.16666666666666666",,"Hewlett Packard 15.6in ZBook 15vG5 i78750H 16G","HP 17AP020NR 17 i7 7820  16g 1t/256  10 3c","Hewlett Packard 15.6in ZBook 15vG5 i78750H 16G","HP 17AP020NR 17 i7 7820  16g 1t/256  10 3c","0.11538461538461539","0.11538461538461539","Hewlett Packard 15.6in ZBook 15vG5 i78750H 16G","HP 17AP020NR 17 i7 7820  16g 1t/256  10 3c","Hewlett Packard 15.6in ZBook 15vG5 i78750H 16G","HP 17AP020NR 17 i7 7820  16g 1t/256  10 3c","0.11428571428571428","0.11428571428571428","Hewlett Packard 15.6in ZBook 15vG5 i78750H 16G","HP 17AP020NR 17 i7 7820  16g 1t/256  10 3c","Hewlett Packard 15.6in ZBook 15vG5 i78750H 16G","HP 17AP020NR 17 i7 7820  16g 1t/256  10 3c","0.6795077403759058","0.6795077403759058"
"WekaMatchingRule","massgenie_932","pcmg_156","0.9344262295081968",,"Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz; 8GB RAM; 256GB SSD; 13.5in touchscreen 2256 x 1504; Intel Iris Plus Graphics 640; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro - Burgundy; kbd: English; North America - commercial (JKQ-00036)","Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz; 8GB RAM; 256GB SSD; 13.5in touchscreen 2256 x 1504; Intel Iris Plus Graphics 640; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro - Burgundy; kbd: English; North America - commercial (JKQ-00036)","0.16363636363636364","0.16363636363636364","Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz; 8GB RAM; 256GB SSD; 13.5in touchscreen 2256 x 1504; Intel Iris Plus Graphics 640; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro - Burgundy; kbd: English; North America - commercial (JKQ-00036)","Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz; 8GB RAM; 256GB SSD; 13.5in touchscreen 2256 x 1504; Intel Iris Plus Graphics 640; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro - Burgundy; kbd: English; North America - commercial (JKQ-00036)","0.118","0.118","Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz; 8GB RAM; 256GB SSD; 13.5in touchscreen 2256 x 1504; Intel Iris Plus Graphics 640; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro - Burgundy; kbd: English; North America - commercial (JKQ-00036)","Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Microsoft Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz; 8GB RAM; 256GB SSD; 13.5in touchscreen 2256 x 1504; Intel Iris Plus Graphics 640; Wi-Fi; Bluetooth; Microsoft Windows 10 Pro - Burgundy; kbd: English; North America - commercial (JKQ-00036)","0.5730698830937557","0.5730698830937557"
"WekaMatchingRule","massgenie_932","pcmg_157","0.9344262295081968",,"Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Acer Aspire 3 A315-51-57Z4 Intel Core i5-7200U Dual-core 2.5GHz Notebook Computer - 6GB RAM; 1TB HDD; 15.6in Full HD (1920 x 1080) ComfyView; Gigabit Ethernet; 802.11ac wireless LAN; Webcam; 2-Cell 4810mAh Li-ion - Obsidian Black (NX.GNPAA.022)","Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Acer Aspire 3 A315-51-57Z4 Intel Core i5-7200U Dual-core 2.5GHz Notebook Computer - 6GB RAM; 1TB HDD; 15.6in Full HD (1920 x 1080) ComfyView; Gigabit Ethernet; 802.11ac wireless LAN; Webcam; 2-Cell 4810mAh Li-ion - Obsidian Black (NX.GNPAA.022)","0.2","0.2","Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Acer Aspire 3 A315-51-57Z4 Intel Core i5-7200U Dual-core 2.5GHz Notebook Computer - 6GB RAM; 1TB HDD; 15.6in Full HD (1920 x 1080) ComfyView; Gigabit Ethernet; 802.11ac wireless LAN; Webcam; 2-Cell 4810mAh Li-ion - Obsidian Black (NX.GNPAA.022)","Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Acer Aspire 3 A315-51-57Z4 Intel Core i5-7200U Dual-core 2.5GHz Notebook Computer - 6GB RAM; 1TB HDD; 15.6in Full HD (1920 x 1080) ComfyView; Gigabit Ethernet; 802.11ac wireless LAN; Webcam; 2-Cell 4810mAh Li-ion - Obsidian Black (NX.GNPAA.022)","0.146","0.146","Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Acer Aspire 3 A315-51-57Z4 Intel Core i5-7200U Dual-core 2.5GHz Notebook Computer - 6GB RAM; 1TB HDD; 15.6in Full HD (1920 x 1080) ComfyView; Gigabit Ethernet; 802.11ac wireless LAN; Webcam; 2-Cell 4810mAh Li-ion - Obsidian Black (NX.GNPAA.022)","Msi computer ps42060 ps42060 - intel - core i5 - 8250u - 1.6 ghz - ddr4 sdram - ram: 8 gb - 512 gb -","Acer Aspire 3 A315-51-57Z4 Intel Core i5-7200U Dual-core 2.5GHz Notebook Computer - 6GB RAM; 1TB HDD; 15.6in Full HD (1920 x 1080) ComfyView; Gigabit Ethernet; 802.11ac wireless LAN; Webcam; 2-Cell 4810mAh Li-ion - Obsidian Black (NX.GNPAA.022)","0.5571226828631947","0.5571226828631947"
"WekaMatchingRule","antonline_1051","savingslots_508","0.16666666666666666",,"Dell Latitude 7000 7490 14.1in LCD Notebook","Lenovo 20KS003QUS Ts e580 i5 8gb 256gb","Dell Latitude 7000 7490 14.1in LCD Notebook","Lenovo 20KS003QUS Ts e580 i5 8gb 256gb","0.0","0.0","Dell Latitude 7000 7490 14.1in LCD Notebook","Lenovo 20KS003QUS Ts e580 i5 8gb 256gb","Dell Latitude 7000 7490 14.1in LCD Notebook","Lenovo 20KS003QUS Ts e580 i5 8gb 256gb","0.06315789473684211","0.06315789473684211","Dell Latitude 7000 7490 14.1in LCD Notebook","Lenovo 20KS003QUS Ts e580 i5 8gb 256gb","Dell Latitude 7000 7490 14.1in LCD Notebook","Lenovo 20KS003QUS Ts e580 i5 8gb 256gb","0.3882901373576604","0.3882901373576604"
"WekaMatchingRule","macmall_306","massgenie_574","0.9344262295081968",,"Lenovo ThinkPad P51 20HH 7th Gen Intel Core i7-7820HQ Quad-Core 2.90GHz Mobile Workstation - 8GB RAM; 256GB SSD M.2 PCIe NVMe Opal2; 15.6in FHD (1920x1080) IPS Display; NVIDIA Quadro M1200 4GB; WiFi; BT4.1; WWAN Upgradable; Windows 10 Pro 64 (20HH000GUS)","Lenovo 20hh000gus p51;win10p;i7;8gb;256ssd;3yr","Lenovo ThinkPad P51 20HH 7th Gen Intel Core i7-7820HQ Quad-Core 2.90GHz Mobile Workstation - 8GB RAM; 256GB SSD M.2 PCIe NVMe Opal2; 15.6in FHD (1920x1080) IPS Display; NVIDIA Quadro M1200 4GB; WiFi; BT4.1; WWAN Upgradable; Windows 10 Pro 64 (20HH000GUS)","Lenovo 20hh000gus p51;win10p;i7;8gb;256ssd;3yr","0.25","0.25","Lenovo ThinkPad P51 20HH 7th Gen Intel Core i7-7820HQ Quad-Core 2.90GHz Mobile Workstation - 8GB RAM; 256GB SSD M.2 PCIe NVMe Opal2; 15.6in FHD (1920x1080) IPS Display; NVIDIA Quadro M1200 4GB; WiFi; BT4.1; WWAN Upgradable; Windows 10 Pro 64 (20HH000GUS)","Lenovo 20hh000gus p51;win10p;i7;8gb;256ssd;3yr","Lenovo ThinkPad P51 20HH 7th Gen Intel Core i7-7820HQ Quad-Core 2.90GHz Mobile Workstation - 8GB RAM; 256GB SSD M.2 PCIe NVMe Opal2; 15.6in FHD (1920x1080) IPS Display; NVIDIA Quadro M1200 4GB; WiFi; BT4.1; WWAN Upgradable; Windows 10 Pro 64 (20HH000GUS)","Lenovo 20hh000gus p51;win10p;i7;8gb;256ssd;3yr","0.22608695652173913","0.22608695652173913","Lenovo ThinkPad P51 20HH 7th Gen Intel Core i7-7820HQ Quad-Core 2.90GHz Mobile Workstation - 8GB RAM; 256GB SSD M.2 PCIe NVMe Opal2; 15.6in FHD (1920x1080) IPS Display; NVIDIA Quadro M1200 4GB; WiFi; BT4.1; WWAN Upgradable; Windows 10 Pro 64 (20HH000GUS)","Lenovo 20hh000gus p51;win10p;i7;8gb;256ssd;3yr","Lenovo ThinkPad P51 20HH 7th Gen Intel Core i7-7820HQ Quad-Core 2.90GHz Mobile Workstation - 8GB RAM; 256GB SSD M.2 PCIe NVMe Opal2; 15.6in FHD (1920x1080) IPS Display; NVIDIA Quadro M1200 4GB; WiFi; BT4.1; WWAN Upgradable; Windows 10 Pro 64 (20HH000GUS)","Lenovo 20hh000gus p51;win10p;i7;8gb;256ssd;3yr","0.5163798686058965","0.5163798686058965"
"WekaMatchingRule","howardcomputer_195","savingslots_195","0.16666666666666666",,"ASUS Chromebook C202SA YS02","ASUS UX391UAXB74T 13.3 i7-8550u 16gb 512gb","ASUS Chromebook C202SA YS02","ASUS UX391UAXB74T 13.3 i7-8550u 16gb 512gb","0.047619047619047616","0.047619047619047616","ASUS Chromebook C202SA YS02","ASUS UX391UAXB74T 13.3 i7-8550u 16gb 512gb","ASUS Chromebook C202SA YS02","ASUS UX391UAXB74T 13.3 i7-8550u 16gb 512gb","0.18518518518518517","0.18518518518518517","ASUS Chromebook C202SA YS02","ASUS UX391UAXB74T 13.3 i7-8550u 16gb 512gb","ASUS Chromebook C202SA YS02","ASUS UX391UAXB74T 13.3 i7-8550u 16gb 512gb","0.31554102358669234","0.31554102358669234"
"WekaMatchingRule","savingslots_121","pcmg_670","0.9344262295081968",,"HP V2W21UT 1040 g3 i7 6600u 14 8gb 256gb","HP Inc. Smart Buy EliteBook Folio 1040 G3 Intel Core i7-6600U Dual-Core 2.60GHz Notebook PC - 8GB RAM; 256GB SSD; 14in FHD LED; Gigabit Ethernet; 802.11a/b/g/n/ac; Bluetooth; Webcam; TPM; Fingeprint Reader; SmartCard Reader; 6-cell 45Wh Polymer (V2W21UTABA)","HP V2W21UT 1040 g3 i7 6600u 14 8gb 256gb","HP Inc. Smart Buy EliteBook Folio 1040 G3 Intel Core i7-6600U Dual-Core 2.60GHz Notebook PC - 8GB RAM; 256GB SSD; 14in FHD LED; Gigabit Ethernet; 802.11a/b/g/n/ac; Bluetooth; Webcam; TPM; Fingeprint Reader; SmartCard Reader; 6-cell 45Wh Polymer (V2W21UTABA)","0.2962962962962963","0.2962962962962963","HP V2W21UT 1040 g3 i7 6600u 14 8gb 256gb","HP Inc. Smart Buy EliteBook Folio 1040 G3 Intel Core i7-6600U Dual-Core 2.60GHz Notebook PC - 8GB RAM; 256GB SSD; 14in FHD LED; Gigabit Ethernet; 802.11a/b/g/n/ac; Bluetooth; Webcam; TPM; Fingeprint Reader; SmartCard Reader; 6-cell 45Wh Polymer (V2W21UTABA)","HP V2W21UT 1040 g3 i7 6600u 14 8gb 256gb","HP Inc. Smart Buy EliteBook Folio 1040 G3 Intel Core i7-6600U Dual-Core 2.60GHz Notebook PC - 8GB RAM; 256GB SSD; 14in FHD LED; Gigabit Ethernet; 802.11a/b/g/n/ac; Bluetooth; Webcam; TPM; Fingeprint Reader; SmartCard Reader; 6-cell 45Wh Polymer (V2W21UTABA)","0.25","0.25","HP V2W21UT 1040 g3 i7 6600u 14 8gb 256gb","HP Inc. Smart Buy EliteBook Folio 1040 G3 Intel Core i7-6600U Dual-Core 2.60GHz Notebook PC - 8GB RAM; 256GB SSD; 14in FHD LED; Gigabit Ethernet; 802.11a/b/g/n/ac; Bluetooth; Webcam; TPM; Fingeprint Reader; SmartCard Reader; 6-cell 45Wh Polymer (V2W21UTABA)","HP V2W21UT 1040 g3 i7 6600u 14 8gb 256gb","HP Inc. Smart Buy EliteBook Folio 1040 G3 Intel Core i7-6600U Dual-Core 2.60GHz Notebook PC - 8GB RAM; 256GB SSD; 14in FHD LED; Gigabit Ethernet; 802.11a/b/g/n/ac; Bluetooth; Webcam; TPM; Fingeprint Reader; SmartCard Reader; 6-cell 45Wh Polymer (V2W21UTABA)","0.5663521139548542","0.5663521139548542"
"WekaMatchingRule","bhphotovideo_25","macmall_459","0.16666666666666666",,"15.6in 255 G6 Series Notebook","Lenovo ThinkPad L380 Yoga 20M7 - Flip design - Core i3 8130U / 2.2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 180 GB SSD TCG Opal Encryption 2 - 13.3in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi; Bluetooth - black (20M70032US)","15.6in 255 G6 Series Notebook","Lenovo ThinkPad L380 Yoga 20M7 - Flip design - Core i3 8130U / 2.2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 180 GB SSD TCG Opal Encryption 2 - 13.3in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi; Bluetooth - black (20M70032US)","0.018518518518518517","0.018518518518518517","15.6in 255 G6 Series Notebook","Lenovo ThinkPad L380 Yoga 20M7 - Flip design - Core i3 8130U / 2.2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 180 GB SSD TCG Opal Encryption 2 - 13.3in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi; Bluetooth - black (20M70032US)","15.6in 255 G6 Series Notebook","Lenovo ThinkPad L380 Yoga 20M7 - Flip design - Core i3 8130U / 2.2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 180 GB SSD TCG Opal Encryption 2 - 13.3in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi; Bluetooth - black (20M70032US)","0.1310344827586207","0.1310344827586207","15.6in 255 G6 Series Notebook","Lenovo ThinkPad L380 Yoga 20M7 - Flip design - Core i3 8130U / 2.2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 180 GB SSD TCG Opal Encryption 2 - 13.3in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi; Bluetooth - black (20M70032US)","15.6in 255 G6 Series Notebook","Lenovo ThinkPad L380 Yoga 20M7 - Flip design - Core i3 8130U / 2.2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 180 GB SSD TCG Opal Encryption 2 - 13.3in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi; Bluetooth - black (20M70032US)","0.32187138809808885","0.32187138809808885"
"WekaMatchingRule","sdicraft_441","antonline_1067","0.9344262295081968",,"HP 15.6in ZBook 15 G4 Mobile Workstation","Dell Latitude 3000 3590 15.6in LCD Notebook","HP 15.6in ZBook 15 G4 Mobile Workstation","Dell Latitude 3000 3590 15.6in LCD Notebook","0.2","0.2","HP 15.6in ZBook 15 G4 Mobile Workstation","Dell Latitude 3000 3590 15.6in LCD Notebook","HP 15.6in ZBook 15 G4 Mobile Workstation","Dell Latitude 3000 3590 15.6in LCD Notebook","0.2","0.2","HP 15.6in ZBook 15 G4 Mobile Workstation","Dell Latitude 3000 3590 15.6in LCD Notebook","HP 15.6in ZBook 15 G4 Mobile Workstation","Dell Latitude 3000 3590 15.6in LCD Notebook","0.5111111111111111","0.5111111111111111"
"WekaMatchingRule","truecurate_456","antonline_912","0.16666666666666666",,"Acer SP3145158MV Spin 2-in-1 14&amp;quot; Touch-Screen Laptop Intel Core i5 8GB Memory 1TB Hard Drive Steel Gray","Lenovo ThinkPad E580 20KS003LUS 15.6in LCD Notebook","Acer SP3145158MV Spin 2-in-1 14&amp;quot; Touch-Screen Laptop Intel Core i5 8GB Memory 1TB Hard Drive Steel Gray","Lenovo ThinkPad E580 20KS003LUS 15.6in LCD Notebook","0.02631578947368421","0.02631578947368421","Acer SP3145158MV Spin 2-in-1 14&amp;quot; Touch-Screen Laptop Intel Core i5 8GB Memory 1TB Hard Drive Steel Gray","Lenovo ThinkPad E580 20KS003LUS 15.6in LCD Notebook","Acer SP3145158MV Spin 2-in-1 14&amp;quot; Touch-Screen Laptop Intel Core i5 8GB Memory 1TB Hard Drive Steel Gray","Lenovo ThinkPad E580 20KS003LUS 15.6in LCD Notebook","0.07058823529411765","0.07058823529411765","Acer SP3145158MV Spin 2-in-1 14&amp;quot; Touch-Screen Laptop Intel Core i5 8GB Memory 1TB Hard Drive Steel Gray","Lenovo ThinkPad E580 20KS003LUS 15.6in LCD Notebook","Acer SP3145158MV Spin 2-in-1 14&amp;quot; Touch-Screen Laptop Intel Core i5 8GB Memory 1TB Hard Drive Steel Gray","Lenovo ThinkPad E580 20KS003LUS 15.6in LCD Notebook","0.4732176151017665","0.4732176151017665"
"WekaMatchingRule","techcrave_64","bestbuy_816","0.9344262295081968",,"HP 2UE51UTABA SBUY EBx3601020G2/i7-7600U/12/16GB/512GB","Lenovo - ThinkPad T480s 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black","HP 2UE51UTABA SBUY EBx3601020G2/i7-7600U/12/16GB/512GB","Lenovo - ThinkPad T480s 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black","0.15625","0.15625","HP 2UE51UTABA SBUY EBx3601020G2/i7-7600U/12/16GB/512GB","Lenovo - ThinkPad T480s 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black","HP 2UE51UTABA SBUY EBx3601020G2/i7-7600U/12/16GB/512GB","Lenovo - ThinkPad T480s 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black","0.09259259259259259","0.09259259259259259","HP 2UE51UTABA SBUY EBx3601020G2/i7-7600U/12/16GB/512GB","Lenovo - ThinkPad T480s 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black","HP 2UE51UTABA SBUY EBx3601020G2/i7-7600U/12/16GB/512GB","Lenovo - ThinkPad T480s 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black","0.5332873754708631","0.5332873754708631"
"WekaMatchingRule","buydig_6","savingslots_449","0.16666666666666666",,"Hewlett Packard 14-ca070nr - 14in Chromebook Intel Celeron N3350 4GB 32GB Laptop - 3GY52UAABA","HP W2A17UT 15.6 650g2 i5-6200u 8g 256gb","Hewlett Packard 14-ca070nr - 14in Chromebook Intel Celeron N3350 4GB 32GB Laptop - 3GY52UAABA","HP W2A17UT 15.6 650g2 i5-6200u 8g 256gb","0.027777777777777776","0.027777777777777776","Hewlett Packard 14-ca070nr - 14in Chromebook Intel Celeron N3350 4GB 32GB Laptop - 3GY52UAABA","HP W2A17UT 15.6 650g2 i5-6200u 8g 256gb","Hewlett Packard 14-ca070nr - 14in Chromebook Intel Celeron N3350 4GB 32GB Laptop - 3GY52UAABA","HP W2A17UT 15.6 650g2 i5-6200u 8g 256gb","0.06666666666666667","0.06666666666666667","Hewlett Packard 14-ca070nr - 14in Chromebook Intel Celeron N3350 4GB 32GB Laptop - 3GY52UAABA","HP W2A17UT 15.6 650g2 i5-6200u 8g 256gb","Hewlett Packard 14-ca070nr - 14in Chromebook Intel Celeron N3350 4GB 32GB Laptop - 3GY52UAABA","HP W2A17UT 15.6 650g2 i5-6200u 8g 256gb","0.5694424517739726","0.5694424517739726"
"WekaMatchingRule","massgenie_444","antonline_413","0.16666666666666666",,"HP 3YE06UT-ABA 14 in. ZBook 14u G5 i58350U 8 & 256 GB LCD Mobile Workstation; Turbo Silver","HP EliteBook 850 G4","HP 3YE06UT-ABA 14 in. ZBook 14u G5 i58350U 8 & 256 GB LCD Mobile Workstation; Turbo Silver","HP EliteBook 850 G4","0.08","0.08","HP 3YE06UT-ABA 14 in. ZBook 14u G5 i58350U 8 & 256 GB LCD Mobile Workstation; Turbo Silver","HP EliteBook 850 G4","HP 3YE06UT-ABA 14 in. ZBook 14u G5 i58350U 8 & 256 GB LCD Mobile Workstation; Turbo Silver","HP EliteBook 850 G4","0.2736842105263158","0.2736842105263158","HP 3YE06UT-ABA 14 in. ZBook 14u G5 i58350U 8 & 256 GB LCD Mobile Workstation; Turbo Silver","HP EliteBook 850 G4","HP 3YE06UT-ABA 14 in. ZBook 14u G5 i58350U 8 & 256 GB LCD Mobile Workstation; Turbo Silver","HP EliteBook 850 G4","0.4767312946227961","0.4767312946227961"
